onset	duration	run_number	trial_number	task	fixation_location	pursuit_amplitude	pursuit_angle	image_id
2659.773037	6.0074581	1	1	1	13	n/a	n/a	n/a
2665.788831	1.1915223	1	2	2	21	n/a	n/a	n/a
2666.988822	1.1913634	1	3	2	11	n/a	n/a	n/a
2668.188518	1.19153	1	4	2	17	n/a	n/a	n/a
2669.388383	1.1915057	1	5	2	14	n/a	n/a	n/a
2670.588251	1.1915084	1	6	2	11	n/a	n/a	n/a
2671.78809	1.1915235	1	7	2	21	n/a	n/a	n/a
2672.987976	1.1915129	1	8	2	15	n/a	n/a	n/a
2674.187817	1.191546	1	9	2	10	n/a	n/a	n/a
2675.387662	1.1915512	1	10	2	6	n/a	n/a	n/a
2676.587567	1.1914715	1	11	2	7	n/a	n/a	n/a
2677.787384	1.1915069	1	12	2	18	n/a	n/a	n/a
2678.987225	1.1915409	1	13	2	25	n/a	n/a	n/a
2680.187079	1.1916126	1	14	2	10	n/a	n/a	n/a
2681.386936	1.191531	1	15	2	9	n/a	n/a	n/a
2682.586981	1.191349	1	16	2	5	n/a	n/a	n/a
2683.786657	1.1915285	1	17	2	16	n/a	n/a	n/a
2684.986517	1.1915234	1	18	2	14	n/a	n/a	n/a
2686.186369	1.1915408	1	19	2	22	n/a	n/a	n/a
2687.386215	1.1915367	1	20	2	8	n/a	n/a	n/a
2688.586106	1.1914957	1	21	2	17	n/a	n/a	n/a
2689.786077	1.1913963	1	22	2	16	n/a	n/a	n/a
2690.985805	1.1914969	1	23	2	1	n/a	n/a	n/a
2692.185635	1.1915151	1	24	2	13	n/a	n/a	n/a
2693.385503	1.1915097	1	25	2	12	n/a	n/a	n/a
2694.585359	1.1915106	1	26	2	23	n/a	n/a	n/a
2695.785182	1.1915475	1	27	2	19	n/a	n/a	n/a
2696.985052	1.1915168	1	28	2	9	n/a	n/a	n/a
2698.184899	1.1915374	1	29	2	7	n/a	n/a	n/a
2699.384778	1.1914853	1	30	2	25	n/a	n/a	n/a
2700.584611	1.1914887	1	31	2	12	n/a	n/a	n/a
2701.78446	1.1915346	1	32	2	19	n/a	n/a	n/a
2702.984494	1.1913306	1	33	2	20	n/a	n/a	n/a
2704.18416	1.1915195	1	34	2	3	n/a	n/a	n/a
2705.384184	1.1913981	1	35	2	1	n/a	n/a	n/a
2706.583911	1.191537	1	36	2	5	n/a	n/a	n/a
2707.78378	1.1914832	1	37	2	3	n/a	n/a	n/a
2708.983619	1.1915563	1	38	2	2	n/a	n/a	n/a
2710.183476	1.1915449	1	39	2	24	n/a	n/a	n/a
2711.383441	1.1914136	1	40	2	20	n/a	n/a	n/a
2712.583186	1.1915391	1	41	2	4	n/a	n/a	n/a
2713.783061	1.191506	1	42	2	2	n/a	n/a	n/a
2714.9829	1.1915008	1	43	2	15	n/a	n/a	n/a
2716.182751	1.1915075	1	44	2	24	n/a	n/a	n/a
2717.382577	1.1915234	1	45	2	13	n/a	n/a	n/a
2718.58263	1.191353	1	46	2	22	n/a	n/a	n/a
2719.782435	1.1914793	1	47	2	4	n/a	n/a	n/a
2720.982247	1.1914641	1	48	2	18	n/a	n/a	n/a
2722.182144	1.1913778	1	49	2	8	n/a	n/a	n/a
2723.38202	1.1914005	1	50	2	6	n/a	n/a	n/a
2724.58175	1.1915307	1	51	2	23	n/a	n/a	n/a
2725.781608	5.9909505	1	52	1	13	n/a	n/a	n/a
2731.789335	1.1914025	1	53	3	n/a	3	12	n/a
2732.99737	1.1915538	1	54	3	n/a	1	9	n/a
2734.197244	1.1915232	1	55	3	n/a	2	5	n/a
2735.397101	1.1915349	1	56	3	n/a	3	6	n/a
2736.60527	1.1915103	1	57	3	n/a	2	18	n/a
2737.805127	1.191671	1	58	3	n/a	2	9	n/a
2739.005011	1.1915071	1	59	3	n/a	1	18	n/a
2740.204851	1.1914806	1	60	3	n/a	1	9	n/a
2741.404707	1.1915084	1	61	3	n/a	1	15	n/a
2742.604704	1.1913806	1	62	3	n/a	2	1	n/a
2743.804417	1.1915234	1	63	3	n/a	1	2	n/a
2745.004273	1.1914772	1	64	3	n/a	3	13	n/a
2746.204249	1.1914098	1	65	3	n/a	1	7	n/a
2747.403982	1.1915124	1	66	3	n/a	3	3	n/a
2748.603959	1.1913863	1	67	3	n/a	2	12	n/a
2749.803676	1.1916695	1	68	3	n/a	2	7	n/a
2751.003534	1.1915037	1	69	3	n/a	3	1	n/a
2752.203602	1.1913193	1	70	3	n/a	3	13	n/a
2753.403257	1.1915274	1	71	3	n/a	2	17	n/a
2754.6031	1.1915067	1	72	3	n/a	3	10	n/a
2755.802942	1.191668	1	73	3	n/a	3	5	n/a
2757.002827	1.191511	1	74	3	n/a	3	14	n/a
2758.202693	1.1915224	1	75	3	n/a	1	1	n/a
2759.402691	1.1913613	1	76	3	n/a	1	14	n/a
2760.602455	1.1914534	1	77	3	n/a	2	15	n/a
2761.802257	1.1915084	1	78	3	n/a	3	1	n/a
2763.002236	1.1913534	1	79	3	n/a	2	10	n/a
2764.202098	1.1913337	1	80	3	n/a	2	9	n/a
2765.401929	1.1913968	1	81	3	n/a	1	8	n/a
2766.601662	1.1915346	1	82	3	n/a	3	3	n/a
2767.801517	1.1915333	1	83	3	n/a	3	18	n/a
2769.001383	1.1915024	1	84	3	n/a	1	5	n/a
2770.20123	1.1916405	1	85	3	n/a	1	12	n/a
2771.401205	1.1913667	1	86	3	n/a	1	16	n/a
2772.601061	1.1914193	1	87	3	n/a	2	8	n/a
2773.800813	1.1915016	1	88	3	n/a	2	5	n/a
2775.000642	1.1915378	1	89	3	n/a	2	6	n/a
2776.200506	1.1915309	1	90	3	n/a	2	1	n/a
2777.400368	1.1915053	1	91	3	n/a	3	11	n/a
2778.6004	1.1913175	1	92	3	n/a	2	13	n/a
2779.800054	1.1916149	1	93	3	n/a	1	18	n/a
2780.999917	1.1915366	1	94	3	n/a	1	3	n/a
2782.199789	1.19149	1	95	3	n/a	3	8	n/a
2783.399614	1.1915218	1	96	3	n/a	1	11	n/a
2784.599453	1.1915528	1	97	3	n/a	1	13	n/a
2785.799471	1.1913865	1	98	3	n/a	3	2	n/a
2786.99918	1.1915087	1	99	3	n/a	3	9	n/a
