onset	duration	run_number	trial_number	task	fixation_location	pursuit_amplitude	pursuit_angle	image_id
1989.767408	5.9907393	2	1	1	13	n/a	n/a	n/a
1995.766466	1.1915733	2	2	2	23	n/a	n/a	n/a
1996.96635	1.1914431	2	3	2	15	n/a	n/a	n/a
1998.166134	1.1915229	2	4	2	20	n/a	n/a	n/a
1999.365954	1.1914769	2	5	2	25	n/a	n/a	n/a
2000.56585	1.1914039	2	6	2	13	n/a	n/a	n/a
2001.765588	1.1915422	2	7	2	7	n/a	n/a	n/a
2002.965424	1.1914937	2	8	2	21	n/a	n/a	n/a
2004.165263	1.191643	2	9	2	25	n/a	n/a	n/a
2005.365109	1.1915031	2	10	2	13	n/a	n/a	n/a
2006.564919	1.1915047	2	11	2	23	n/a	n/a	n/a
2007.764771	1.1914765	2	12	2	7	n/a	n/a	n/a
2008.964589	1.1914804	2	13	2	22	n/a	n/a	n/a
2010.164403	1.191453	2	14	2	16	n/a	n/a	n/a
2011.364347	1.1913715	2	15	2	3	n/a	n/a	n/a
2012.564052	1.1914783	2	16	2	24	n/a	n/a	n/a
2013.763895	1.1914597	2	17	2	5	n/a	n/a	n/a
2014.963686	1.1914941	2	18	2	12	n/a	n/a	n/a
2016.16351	1.1914919	2	19	2	17	n/a	n/a	n/a
2017.363335	1.1914917	2	20	2	10	n/a	n/a	n/a
2018.563289	1.1913354	2	21	2	17	n/a	n/a	n/a
2019.76306	1.1914153	2	22	2	24	n/a	n/a	n/a
2020.962812	1.1916023	2	23	2	4	n/a	n/a	n/a
2022.162635	1.1915045	2	24	2	18	n/a	n/a	n/a
2023.362436	1.1915245	2	25	2	8	n/a	n/a	n/a
2024.562301	1.1914752	2	26	2	19	n/a	n/a	n/a
2025.76212	1.1914827	2	27	2	14	n/a	n/a	n/a
2026.961906	1.1915274	2	28	2	9	n/a	n/a	n/a
2028.161766	1.1914947	2	29	2	5	n/a	n/a	n/a
2029.361594	1.191491	2	30	2	20	n/a	n/a	n/a
2030.561423	1.191494	2	31	2	11	n/a	n/a	n/a
2031.761239	1.1914959	2	32	2	22	n/a	n/a	n/a
2032.961066	1.1914901	2	33	2	15	n/a	n/a	n/a
2034.16089	1.1914896	2	34	2	1	n/a	n/a	n/a
2035.360697	1.1914959	2	35	2	14	n/a	n/a	n/a
2036.560537	1.1914897	2	36	2	6	n/a	n/a	n/a
2037.760367	1.1915004	2	37	2	9	n/a	n/a	n/a
2038.96019	1.1914917	2	38	2	1	n/a	n/a	n/a
2040.160012	1.1916209	2	39	2	11	n/a	n/a	n/a
2041.359839	1.1916298	2	40	2	21	n/a	n/a	n/a
2042.559676	1.1914746	2	41	2	10	n/a	n/a	n/a
2043.759487	1.1915058	2	42	2	4	n/a	n/a	n/a
2044.959325	1.1914766	2	43	2	8	n/a	n/a	n/a
2046.159138	1.1916164	2	44	2	2	n/a	n/a	n/a
2047.358961	1.1914917	2	45	2	6	n/a	n/a	n/a
2048.558788	1.1914915	2	46	2	2	n/a	n/a	n/a
2049.758614	1.1914868	2	47	2	12	n/a	n/a	n/a
2050.958433	1.1914917	2	48	2	19	n/a	n/a	n/a
2052.15826	1.1914858	2	49	2	3	n/a	n/a	n/a
2053.358043	1.1915308	2	50	2	18	n/a	n/a	n/a
2054.557987	1.1914182	2	51	2	16	n/a	n/a	n/a
2055.757849	5.9906204	2	52	1	13	n/a	n/a	n/a
2061.756802	1.1914905	2	53	3	n/a	3	18	n/a
2062.956618	1.1914976	2	54	3	n/a	2	8	n/a
2064.156479	1.1914868	2	55	3	n/a	3	15	n/a
2065.356267	1.1914966	2	56	3	n/a	2	2	n/a
2066.556105	1.1914874	2	57	3	n/a	2	9	n/a
2067.755922	1.1915262	2	58	3	n/a	2	12	n/a
2068.955746	1.1914978	2	59	3	n/a	3	6	n/a
2070.155562	1.1915056	2	60	3	n/a	3	14	n/a
2071.355464	1.1914245	2	61	3	n/a	2	18	n/a
2072.555215	1.191513	2	62	3	n/a	1	3	n/a
2073.755067	1.1915229	2	63	3	n/a	3	6	n/a
2074.954885	1.1914788	2	64	3	n/a	3	11	n/a
2076.154695	1.1915743	2	65	3	n/a	3	17	n/a
2077.354534	1.1914941	2	66	3	n/a	3	5	n/a
2078.554351	1.1915016	2	67	3	n/a	1	2	n/a
2079.754171	1.1914932	2	68	3	n/a	2	4	n/a
2080.953993	1.1914943	2	69	3	n/a	3	11	n/a
2082.153861	1.191449	2	70	3	n/a	1	18	n/a
2083.353645	1.1915616	2	71	3	n/a	1	12	n/a
2084.553523	1.1914526	2	72	3	n/a	2	17	n/a
2085.753292	1.1914952	2	73	3	n/a	1	8	n/a
2086.953124	1.1914861	2	74	3	n/a	3	5	n/a
2088.152941	1.1915553	2	75	3	n/a	2	13	n/a
2089.352779	1.1914798	2	76	3	n/a	1	13	n/a
2090.552592	1.191565	2	77	3	n/a	2	11	n/a
2091.752428	1.1914819	2	78	3	n/a	1	9	n/a
2092.952243	1.191638	2	79	3	n/a	1	5	n/a
2094.152078	1.1914934	2	80	3	n/a	3	16	n/a
2095.35189	1.19149	2	81	3	n/a	1	1	n/a
2096.551741	1.1914637	2	82	3	n/a	2	7	n/a
2097.751539	1.1914916	2	83	3	n/a	2	6	n/a
2098.951377	1.1914935	2	84	3	n/a	3	17	n/a
2100.151259	1.1914349	2	85	3	n/a	2	16	n/a
2101.351012	1.1914967	2	86	3	n/a	2	4	n/a
2102.55084	1.191535	2	87	3	n/a	1	14	n/a
2103.750844	1.1913554	2	88	3	n/a	1	11	n/a
2104.950663	1.191364	2	89	3	n/a	3	10	n/a
2106.150358	1.1915147	2	90	3	n/a	3	1	n/a
2107.350208	1.1916002	2	91	3	n/a	3	12	n/a
