onset,duration,run_number,trial_number,task,fixation_location,pursuit_amplitude,pursuit_angle,image_id,trial_onset,trial_offset,check_fix_onset,iti_onset,iti_offset,fixation_onset,fixation_offset,pursuit_onset,pursuit_offset,freeview_onset,freeview_offset,iti_duration,fixation_duration,pursuit_duration,freeview_duration
4972.065206,5.9935527,1,1,1,13.0,,,,4962099.0,4968106.0,0.0,4962110.0,4968104.0,0.0,0.0,0.0,0.0,0.0,0.0,5994.0,0.0,0.0,0.0
4978.075431,1.1919791,1,2,2,9.0,,,,4968107.0,4969313.0,0.0,0.0,0.0,4968120.0,4969312.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0
4979.275842,1.1920092,1,3,2,11.0,,,,4969314.0,4970513.0,0.0,0.0,0.0,4969319.0,4970512.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4980.476143,1.1922518,1,4,2,13.0,,,,4970514.0,4971714.0,0.0,0.0,0.0,4970519.0,4971713.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4981.685037,1.1920105,1,5,2,19.0,,,,4971721.0,4972929.0,0.0,0.0,0.0,4971730.0,4972922.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0
4982.893721,1.1920424,1,6,2,13.0,,,,4972935.0,4974132.0,0.0,0.0,0.0,4972939.0,4974131.0,0.0,0.0,0.0,0.0,0.0,1192.0,0.0,0.0
4984.094077,1.1921418,1,7,2,21.0,,,,4974132.0,4975332.0,0.0,0.0,0.0,4974137.0,4975331.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4985.294483,1.1919909,1,8,2,17.0,,,,4975332.0,4976531.0,0.0,0.0,0.0,4975338.0,4976531.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4986.494812,1.1922217,1,9,2,6.0,,,,4976532.0,4977732.0,0.0,0.0,0.0,4976538.0,4977732.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4987.695344,1.1920697,1,10,2,4.0,,,,4977732.0,4978932.0,0.0,0.0,0.0,4977739.0,4978932.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4988.895676,1.1921286,1,11,2,5.0,,,,4978932.0,4980133.0,0.0,0.0,0.0,4978939.0,4980133.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4990.096081,1.1920518,1,12,2,8.0,,,,4980133.0,4981333.0,0.0,0.0,0.0,4980139.0,4981333.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4991.296474,1.1920477,1,13,2,10.0,,,,4981333.0,4982533.0,0.0,0.0,0.0,4981340.0,4982533.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4992.496966,1.1919804,1,14,2,15.0,,,,4982533.0,4983734.0,0.0,0.0,0.0,4982540.0,4983733.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4993.697364,1.1919421,1,15,2,1.0,,,,4983734.0,4984934.0,0.0,0.0,0.0,4983741.0,4984934.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4994.897738,1.1920553,1,16,2,7.0,,,,4984935.0,4986135.0,0.0,0.0,0.0,4984941.0,4986135.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4996.0981,1.192053,1,17,2,24.0,,,,4986135.0,4987335.0,0.0,0.0,0.0,4986141.0,4987335.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4997.298572,1.1919523,1,18,2,23.0,,,,4987336.0,4988536.0,0.0,0.0,0.0,4987342.0,4988535.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
4998.49886,1.1921214,1,19,2,20.0,,,,4988536.0,4989736.0,0.0,0.0,0.0,4988542.0,4989736.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
4999.699259,1.192058,1,20,2,3.0,,,,4989736.0,4990936.0,0.0,0.0,0.0,4989743.0,4990936.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5000.899619,1.1920997,1,21,2,18.0,,,,4990937.0,4992137.0,0.0,0.0,0.0,4990943.0,4992136.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5002.100053,1.1921265,1,22,2,25.0,,,,4992137.0,4993337.0,0.0,0.0,0.0,4992143.0,4993337.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
5003.300525,1.1920573,1,23,2,7.0,,,,4993337.0,4994538.0,0.0,0.0,0.0,4993344.0,4994537.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5004.500854,1.1920541,1,24,2,1.0,,,,4994538.0,4995738.0,0.0,0.0,0.0,4994544.0,4995738.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
5005.701256,1.1920494,1,25,2,2.0,,,,4995738.0,4996938.0,0.0,0.0,0.0,4995745.0,4996938.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5006.901645,1.1921577,1,26,2,17.0,,,,4996938.0,4998139.0,0.0,0.0,0.0,4996945.0,4998139.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
5008.102097,1.1920358,1,27,2,9.0,,,,4998139.0,4999339.0,0.0,0.0,0.0,4998145.0,4999339.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
5009.302449,1.2004566,1,28,2,11.0,,,,4999339.0,5000548.0,0.0,0.0,0.0,4999346.0,5000548.0,0.0,0.0,0.0,0.0,0.0,1202.0,0.0,0.0
5010.51127,1.1920348,1,29,2,3.0,,,,5000548.0,5001748.0,0.0,0.0,0.0,5000555.0,5001748.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5011.711569,1.1920718,1,30,2,12.0,,,,5001749.0,5002948.0,0.0,0.0,0.0,5001755.0,5002948.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5012.912017,1.1920054,1,31,2,21.0,,,,5002949.0,5004149.0,0.0,0.0,0.0,5002955.0,5004149.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
5014.112329,1.1921445,1,32,2,18.0,,,,5004149.0,5005350.0,0.0,0.0,0.0,5004156.0,5005349.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5015.312905,1.1919312,1,33,2,14.0,,,,5005350.0,5006550.0,0.0,0.0,0.0,5005356.0,5006549.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5016.513179,1.1921067,1,34,2,23.0,,,,5006550.0,5007750.0,0.0,0.0,0.0,5006557.0,5007750.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5017.713654,1.1919004,1,35,2,16.0,,,,5007751.0,5008951.0,0.0,0.0,0.0,5007757.0,5008951.0,0.0,0.0,0.0,0.0,0.0,1194.0,0.0,0.0
5018.91407,1.1920144,1,36,2,22.0,,,,5008951.0,5010151.0,0.0,0.0,0.0,5008958.0,5010151.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5020.114425,1.1920159,1,37,2,16.0,,,,5010152.0,5011352.0,0.0,0.0,0.0,5010158.0,5011351.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
5021.314851,1.1920018,1,38,2,15.0,,,,5011352.0,5012552.0,0.0,0.0,0.0,5011359.0,5012552.0,0.0,0.0,0.0,0.0,0.0,1193.0,0.0,0.0
